id,altitude,heading
3267cfc8,38025,274
3267e6e4,0,348
326791a7,36000,270
3267e503,37000,92
3267afb1,2725,169
3267badf,35000,57
32677a75,37000,91
3267d931,35100,273
3267b972,37000,95
32678ad9,31975,266
3267dc51,36000,264
3267a73e,37000,92
32678a63,38000,258
3267cfc8,38025,274
326791a7,36000,270
3267e6e4,0,340
3267e503,37000,92
3267afb1,2325,130
3267badf,35000,57
3267d931,35575,273
32677a75,37000,91
3267b972,37000,95
32678ad9,31975,266
3267dc51,35975,264
32678a63,38000,258
3267a73e,37000,92
3267cfc8,38025,274
326791a7,36000,270
3267e6e4,0,306
3267afb1,2200,88
3267badf,35000,57
3267d931,35950,273
32677a75,37000,91
3267b972,37000,95
32678ad9,31975,266
3267dc51,35975,265
32678a63,38000,258
3267cfc8,38025,274
3267a73e,37000,94
326791a7,36000,270
3267e6e4,0,258
3267afb1,1975,81
32677db6,36000,271
3267badf,35000,57
3267d931,36000,273
32677a75,37000,91
3267b972,37000,96
32678ad9,31975,266
3267dc51,35975,265
32678a63,38000,258
3267cfc8,38025,274
326791a7,36000,270
3267a73e,37000,94
3267e6e4,0,258
32677db6,36000,271
3267afb1,1525,80
3267badf,35000,57
3267d931,36000,273
32677a75,37000,91
3267b972,37000,96
32678ad9,31975,266
3267dc51,35975,265
32678a63,38000,257
3267cfc8,38025,274
326791a7,36000,270
3267a73e,37000,94
3267e6e4,0,258
32677db6,36000,271
3267badf,35000,57
3267d931,36000,273
32677a75,37000,91
3267b972,37000,96
32678ad9,31975,266
3267dc51,35975,265
32678a63,38000,257
326791a7,36000,270
3267cfc8,38025,265
32677db6,36000,271
3267e6e4,0,258
3267a73e,37000,94
3267badf,35000,57
3267d931,36000,273
3267852b,34000,269
32677a75,37000,91
32678ad9,31975,266
3267b972,37000,96
3267dc51,36000,265
32678a63,23525,271
326791a7,36000,270
3267cfc8,38025,265
3267e928,30150,258
32677db6,36000,270
3267e6e4,0,258
3267a73e,37000,94
32679124,36000,254
3267d931,36000,273
3267badf,35000,69
3267852b,34000,269
32677a75,37000,91
32678ad9,31975,266
3267b972,37000,96
3267dc51,36000,265
32678a63,23525,271
326791a7,36000,270
3267cfc8,38025,265
3267e928,30625,258
32677db6,36000,270
3267e6e4,0,255
32679124,35975,254
3267a73e,37000,94
3267d931,36000,273
3267badf,35000,69
3267852b,34000,269
32677a75,37000,93
32678ad9,31975,266
3267dc51,36000,265
3267b972,36975,96
32678a63,23525,271
326791a7,36000,270
3267cfc8,38025,265
3267e928,31225,258
32677db6,36000,270
3267e6e4,0,255
32679124,36000,253
32679c99,36000,271
3267d931,36000,273
3267badf,35000,68
3267852b,34000,269
32677a75,37000,93
3267dc51,36025,266
32678ad9,31975,266
3267b972,37000,96
32678a63,23525,267
3267cfc8,38025,265
326791a7,36000,270
3267e928,31225,258
32677db6,36000,270
32679124,35975,253
3267e6e4,0,255
32679c99,36000,271
3267d931,36000,273
3267852b,34000,271
3267badf,35000,68
3267dc51,36025,257
32677a75,37000,93
32678ad9,31975,266
3267b972,36975,96
32678a63,23525,260
326791a7,36000,270
3267cfc8,38025,265
32677db6,36000,270
3267e928,32250,258
32679124,35975,253
32679c99,36000,271
3267e6e4,0,255
3267d931,35975,273
3267852b,34000,271
3267badf,35000,68
3267dc51,36000,257
32677a75,37000,93
32678ad9,31975,266
3267b972,37000,96
32678a63,23525,258
3267cfc8,38025,265
3267eac2,32825,74
326791a7,36000,269
32677db6,36000,270
3267e928,32250,258
32679c99,36000,270
3267e6e4,0,255
32678b7b,37000,78
3267d931,35975,273
3267852b,34000,271
3267badf,35000,68
3267dc51,36000,246
32678ad9,31975,266
32677a75,37000,93
3267b972,37000,95
32678a63,23525,256
3267cfc8,38025,265
3267eac2,32825,74
326791a7,36000,269
32677db6,36000,270
3267e928,32250,258
32679c99,36000,270
3267e6e4,0,255
32678b7b,37000,90
3267d931,35975,273
3267852b,34000,271
3267badf,35000,62
3267dc51,35975,246
32678ad9,31975,266
32677a75,37000,93
3267b972,36975,94
32678a63,23525,256
3267cfc8,38025,274
326791a7,36000,269
3267eac2,32825,74
32677db6,36000,270
3267e928,32250,258
32679c99,36000,270
3267e6e4,0,255
32678b7b,37000,90
3267d931,35975,273
3267852b,34000,271
3267badf,35000,63
3267dc51,35975,241
32678ad9,31975,266
32677a75,37000,93
3267b972,36975,93
32678a63,23525,256
3267cfc8,38025,274
326791a7,36000,270
32677db6,36000,270
3267eac2,34450,74
3267e928,32250,258
32679c99,36000,270
3267e6e4,0,255
32678b7b,37000,90
3267d931,36025,273
3267852b,34000,271
3267dc51,36000,241
3267badf,35000,63
32678ad9,31975,266
32677a75,37000,93
32678a63,23525,256
3267cfc8,38025,274
3267b972,36975,93
326791a7,36000,270
32677db6,36000,270
3267e928,32250,258
3267eac2,34450,74
32679c99,35675,270
3267e6e4,0,185
32678b7b,37000,91
3267d931,36025,273
3267852b,34000,271
3267dc51,36000,241
3267badf,35000,63
32678ad9,31975,266
32677a75,37000,91
32678a63,23525,255
3267cfc8,38025,274
326791a7,36000,270
3267b972,37000,93
32677db6,36000,270
3267e928,34025,258
32679c99,35050,270
3267eac2,35000,91
3267e6e4,0,163
3267d931,36025,273
32678b7b,37000,91
3267852b,34000,271
3267dc51,36000,241
3267badf,35000,63
32678ad9,31975,266
32677a75,37000,91
3267cfc8,38025,274
32678a63,23525,255
326791a7,36000,270
3267b972,37000,93
3267e928,34025,258
32677db6,36000,270
32679c99,34500,270
3267eac2,35000,96
3267e6e4,0,75
3267d931,36025,273
32678b7b,37000,91
3267852b,34000,271
3267dc51,36000,210
3266d172,40000,273
3267badf,35025,63
3267cfc8,38025,274
32677a75,37000,91
32678a63,23525,255
326791a7,36000,270
3267b972,36975,94
3267e928,34025,258
32677db6,36000,270
32679c99,33850,270
3267eac2,35000,96
3267e6e4,1100,75
3267d931,36025,271
32678b7b,37000,91
3267852b,34000,271
3267dc51,36000,210
3266d172,40000,273
3267badf,35000,63
3267cfc8,38025,274
32677a75,37000,91
32678a63,23525,255
326791a7,36000,270
3267e928,34025,258
32677db6,36000,270
32679c99,32975,270
3267b972,37000,94
3267eac2,35000,96
3267e6e4,2150,74
3267d931,36025,268
3267852b,34000,271
32678b7b,37000,91
3267dc51,36000,210
3266d172,40000,272
3267badf,35000,63
3267cfc8,38025,272
32678a63,23525,255
32677a75,37000,88
326791a7,36000,270
3267e928,34025,258
32679c99,32175,270
32677db6,36000,270
3267b972,36975,94
3267eac2,35000,96
3267e6e4,3300,103
3267d931,36025,266
3267852b,34000,271
32678b7b,37000,91
3267dc51,36000,230
3266d172,40000,272
3267cfc8,38025,272
3267badf,35000,65
32678a63,23525,255
326791a7,36000,270
32677a75,37000,85
32677db6,36000,270
3267e928,34025,258
32679c99,31300,270
3267b972,36975,94
3267e6e4,4075,127
3267eac2,35000,96
3267d931,36025,263
3267852b,34000,271
32678b7b,37000,91
3267dc51,36000,218
3266d172,40000,272
3267cfc8,38025,272
3267badf,35000,65
326791a7,36000,270
32678a63,23525,255
32677a75,37000,83
32677db6,36000,270
3267e928,34025,258
32679c99,30425,270
3267b972,37000,94
3267e6e4,4600,126
3267eac2,35000,96
3267852b,34000,271
32678b7b,37000,91
3267dc51,36000,222
3266d172,40000,272
3267cfc8,38000,272
3267badf,35000,67
326791a7,36000,270
3267e928,34000,272
32678a63,23525,255
32677db6,36000,270
32677a75,37000,81
32679c99,29400,270
3267b972,36975,94
3267e6e4,4975,126
3267852b,34000,271
3267dc51,36025,169
32678b7b,37000,91
3266d172,40000,272
3267cfc8,38025,272
3267ee63,26475,148
3267badf,35025,65
3267e928,34000,271
326791a7,36000,270
32678a63,23525,255
32677db6,36000,270
32679c99,28350,260
32677a75,37000,81
3267b972,36975,94
3267e6e4,5725,125
3267852b,34000,271
3267dc51,36025,170
3266d172,40000,272
32678b7b,37000,91
3267cfc8,38025,272
3267ee63,26475,148
326791a7,36000,270
3267e928,34000,270
3267badf,35000,65
32677db6,36000,270
32678a63,23525,255
32679c99,27050,261
32677a75,37000,81
3267b972,37000,94
3267e6e4,7075,126
3267852b,34000,271
3267dc51,36025,170
3266d172,40000,272
32678b7b,37000,91
3267cfc8,38025,272
3267ee63,26475,148
326791a7,36000,270
3267e928,34000,270
3267badf,35000,65
32677db6,36000,270
32678a63,23525,255
32679c99,25875,261
32677a75,37000,81
3267b972,37000,94
3267852b,34000,271
32678d1a,31000,91
3267dc51,36000,260
3266d172,40000,272
32678b7b,37000,91
3267cfc8,38025,272
3267e928,34025,259
326791a7,36000,270
3267ee63,26475,148
32677db6,36000,270
3267badf,35000,65
32678a63,23525,255
32679c99,24525,261
32677a75,37000,81
3267b972,36975,94
32678d1a,31000,91
3267dc51,36000,260
3266d172,40000,272
32678b7b,37000,91
3267cfc8,38025,272
3267e928,34000,242
326791a7,36000,270
3267ee63,26475,146
32677db6,36000,270
3267badf,34725,65
32678a63,23525,255
32679c99,23300,261
32677a75,37000,81
3267b972,37000,96
32675e8b,36000,271
3267bca1,35000,113
32678d1a,31000,91
3267dc51,36000,260
3266d172,40000,272
32678b7b,37000,91
3267cfc8,38000,273
3267e928,34000,242
326791a7,36000,221
3267ee63,29775,148
32677db6,36000,270
32679c99,22175,260
3267badf,34250,65
32677a75,37000,81
32675e8b,36000,271
3267b972,37000,98
3267bca1,35000,112
32678d1a,31000,91
3267dc51,36000,260
3266d172,40000,272
3267cfc8,38000,273
32678b7b,37000,91
3267e928,34025,242
326791a7,36000,221
32677db6,36000,270
3267ee63,29775,148
32679c99,21325,260
3267badf,34250,65
32677a75,37000,81
32675e8b,36000,271
3267bc2e,33000,104
3267bca1,35000,113
3267dc51,36000,260
32678d1a,31000,91
3266d172,40000,272
3267cfc8,38025,273
32678b7b,37000,92
3267e928,34000,243
326791a7,36000,221
32677db6,36000,270
3267ee63,29775,148
32679c99,20825,260
3267badf,34250,65
3267f0bf,32000,0
32677a75,37000,81
32675e8b,36000,270
3267dc51,36000,260
3267bca1,35000,113
32678d1a,31000,91
3266d172,40000,272
3267cfc8,38025,273
32678b7b,37000,92
3267e928,34000,244
326791a7,36000,221
32677db6,36000,270
32679c99,20825,260
3267ee63,29775,148
3267badf,31800,65
3267f0bf,32000,0
32677a75,37000,81
32675e8b,36000,271
3267dc51,36000,260
3267bca1,35025,112
32678d1a,31000,91
3266d172,40000,272
3267cfc8,38000,273
32678b7b,37000,92
3267e928,34000,245
326791a7,36000,221
32677db6,36000,270
32679c99,20825,260
3267ee63,31725,148
3267badf,31800,65
3267f0bf,33650,87
32677a75,37000,81
32675e8b,36000,271
3266d172,40000,272
32678d1a,31000,91
3267cfc8,38025,271
32678b7b,37000,92
326791a7,36000,221
3267e928,34000,245
32677db6,36000,270
32679c99,20825,260
3267ee63,31725,148
3267badf,31800,65
32675e8b,36000,270
3267f0bf,34325,95
32677a75,37000,81
3267c345,35000,68
3266d172,40000,272
32678d1a,31000,91
3267cfc8,38025,271
3267e928,34000,245
326791a7,36000,221
32678b7b,37000,92
32677db6,36000,270
32679c99,20825,260
3267ee63,31725,148
3267badf,29575,66
32675e8b,36000,270
3267f0bf,34650,95
32677a75,37000,81
3266efd6,37000,91
3267c345,35000,68
3266d172,40000,272
32678d1a,31000,91
3267cfc8,38025,272
3267e928,34025,246
326791a7,36000,221
32678b7b,37000,92
32677db6,36000,270
32679c99,20825,260
3267ee63,31725,147
3267badf,29575,66
32675e8b,36000,270
3267f0bf,35000,92
3267979d,36000,271
3266efd6,37000,91
3267c345,35000,68
3266d172,40000,271
32678d1a,31000,91
3267cfc8,38025,272
326791a7,36000,221
3267e928,34000,246
32677db6,36000,270
32678b7b,37000,93
32679c99,20825,260
3267ee63,31725,144
3267badf,27500,66
32675e8b,36000,270
3267f0bf,35000,92
3267979d,36000,271
3266d172,40000,271
3266efd6,37000,91
3267c345,35000,68
32678d1a,31000,91
3267cfc8,38025,272
3267e928,34000,246
326791a7,36000,221
32677db6,36000,270
32678b7b,37000,93
32679c99,20825,260
3267ee63,31725,141
3267badf,27500,66
32675e8b,36000,270
3267979d,36000,271
3267f0bf,35000,89
3266d172,40000,271
3266efd6,37000,91
3267cfc8,38025,272
32678d1a,31000,91
326791a7,36000,221
3267e928,34000,246
32677db6,36000,270
32679c99,20825,260
32678b7b,37000,93
3267ee63,31725,140
3267badf,24950,66
32675e8b,36000,270
3267979d,36000,270
3267f0bf,35000,89
3266efd6,37000,91
3267cfc8,38025,272
32678d1a,31000,92
326791a7,36000,221
3267e928,34000,246
32677db6,36000,270
32679c99,20825,260
32678b7b,37000,93
3267ee63,31725,140
32675e8b,35550,270
3267badf,24950,66
3267979d,36000,270
3266efd6,37000,91
3267cfc8,38025,272
32678d1a,31000,92
326791a7,36000,221
3267e928,34000,246
32677db6,36000,270
32678b7b,37000,92
3267ee63,31725,140
32675e8b,35325,270
3267badf,24950,66
3267f4de,31800,86
3267979d,35975,270
3266efd6,37000,91
3267cfc8,38025,272
32678d1a,30975,92
3267e928,34000,249
326791a7,36000,221
32677db6,36000,270
3266c23d,38000,273
32678b7b,37000,92
3267ee63,35650,148
32675e8b,35325,270
3267badf,24950,66
3267f4de,32350,87
3267979d,36000,270
3267c345,35000,68
3267cfc8,38000,272
3266efd6,37000,91
32678d1a,30975,92
3267e928,34000,249
326791a7,36000,221
32677db6,36000,270
3266c23d,38000,272
32678b7b,37000,92
3267ee63,35650,148
32675e8b,35325,270
3267badf,24950,71
3267979d,36025,270
3267f4de,32975,88
3267c345,35000,68
3267cfc8,38025,272
3266efd6,36975,91
3267e928,34000,250
326791a7,36000,221
32678d1a,31000,92
32677db6,36000,245
3266c23d,38000,272
32678b7b,37000,92
3267ee63,35650,148
32675e8b,35325,270
3267badf,24950,75
3267979d,36025,270
3267f4de,33800,88
3267c345,35000,68
3267cfc8,38000,272
3266efd6,37000,91
3267e928,34025,250
326791a7,36000,221
32678d1a,31000,92
32677db6,36000,245
3266c23d,38000,272
32678b7b,37000,89
3267ee63,35650,147
32675e8b,31350,270
3267979d,36025,270
3267badf,24950,79
3267f4de,34200,88
3267cfc8,38025,272
3267c345,35000,68
3266efd6,37000,91
3267e928,34000,249
326791a7,36000,221
32677db6,36000,245
3266c23d,38000,272
32678d1a,31000,92
32678b7b,37000,87
32675e8b,30225,270
3267ee63,35650,144
3267979d,36025,270
3267badf,24950,81
3267f4de,34900,88
3267a2cc,36000,272
3267cfc8,38025,272
3267c345,35000,68
3267e928,34000,249
3266efd6,37000,91
326791a7,36000,221
32677db6,36000,245
3266c23d,38000,272
32678d1a,31000,92
32678b7b,37000,84
32675e8b,30225,270
3267ee63,35650,142
3267979d,36025,270
3267badf,24950,82
3267f4de,35450,88
3267a2cc,36000,272
3267cfc8,38025,272
3267c345,35000,71
3267e928,34000,249
326791a7,36000,221
3266efd6,36975,91
32677db6,36000,245
3266c23d,38000,272
32678d1a,31000,92
32675e8b,30225,270
32678b7b,37000,81
3267ee63,35650,141
3267979d,36000,270
3267f6f1,36400,0
3267badf,24950,83
3267a2cc,36000,271
3267cfc8,38025,272
3267c345,35000,71
3267e928,34000,249
32677db6,36000,249
326791a7,36000,221
3266c23d,38000,272
3266efd6,37000,92
32678d1a,31000,92
32670dd8,39950,274
32675e8b,30225,270
32678b7b,37000,81
3267ee63,35650,141
3267979d,36000,270
3267f6f1,36725,90
3267badf,24950,83
3267a2cc,36000,271
3267c345,35000,71
32677db6,36000,249
3267e928,34000,249
326791a7,36000,221
3266c23d,38000,272
3266efd6,36975,92
32670dd8,39950,273
32678d1a,31000,92
32675e8b,30225,270
32678b7b,37000,81
3267ee63,35650,141
3267979d,36000,270
3267f6f1,37000,92
3267a2cc,36000,271
3267badf,10700,76
3267c345,35000,71
3267e928,34000,249
326791a7,36000,221
32677db6,36000,249
3266c23d,38000,272
3266efd6,37000,92
32670dd8,39950,273
32678d1a,31000,92
32675e8b,24825,270
3267ee63,35650,141
32678b7b,37000,81
3267979d,36000,270
3267f6f1,37000,92
3267a2cc,36000,271
3267badf,9575,76
3267cfc8,38000,272
3267c345,35000,70
3267e928,34000,249
326791a7,36000,221
32677db6,36000,249
3266c23d,38000,272
32670dd8,39950,273
3266efd6,37000,92
32678d1a,31000,92
32675e8b,24825,270
3267979d,36000,270
3267ee63,35650,141
32678b7b,37000,81
3267a2cc,36000,271
3267f6f1,37000,95
3267cfc8,38000,272
3267c345,35000,70
3267e928,34000,249
32677db6,36000,249
326791a7,36000,221
3266c23d,38000,272
32670dd8,39950,273
3266efd6,37000,92
326782ee,34000,273
3267c0a6,32025,284
32678d1a,31000,92
32675e8b,24825,270
3267979d,35425,270
3267ee63,35650,141
32678b7b,37000,81
3267a2cc,36000,271
3267f6f1,37000,95
3267a858,36000,271
3267e928,34000,249
32677db6,36000,249
326791a7,36000,221
3267c345,35000,70
3266c23d,38000,272
32670dd8,39950,273
3266efd6,37000,92
326782ee,34000,273
3267c0a6,32025,274
32678d1a,31000,92
32675e8b,24825,270
3267979d,35425,270
3267ee63,35650,141
32678b7b,37000,81
3267a2cc,36000,271
3267f6f1,37000,94
3267a858,36000,270
3267e928,34000,249
32677db6,36000,249
326791a7,36000,221
3266c23d,38000,272
3267c345,35000,70
32670dd8,39950,273
3267c0a6,32025,274
326782ee,34000,273
3266efd6,37000,92
32678d1a,31000,92
32675e8b,20700,270
3267979d,31950,270
32678b7b,37000,81
3267a2cc,36000,271
3267a858,36000,270
3267f6f1,37000,94
3267c59b,35000,113
3267e928,34000,249
32677db6,36000,249
326791a7,36000,221
3266c23d,38000,272
3267c345,35000,70
32670dd8,39950,273
3267c0a6,32025,274
326782ee,34000,273
3266efd6,37000,92
32678d1a,31000,92
32675e8b,20700,270
3267979d,28575,270
3267a2cc,36000,271
32678b7b,37000,81
3267a858,36000,270
3267f6f1,37000,94
3267c59b,35000,113
3267e928,34000,249
32677db6,36000,249
326791a7,36000,221
3266c23d,38000,272
3267c345,35000,70
32670dd8,39950,273
3267c0a6,32025,274
326782ee,34000,273
3266df35,38000,273
3266efd6,37000,92
32678d1a,31275,92
32675e8b,20700,270
3267979d,27675,270
3267a2cc,36000,271
32678b7b,37000,81
3267a858,36000,272
3267f6f1,37000,94
3267e928,34000,249
3267c59b,35000,113
32677db6,36000,249
3266c23d,38000,272
326791a7,36000,221
32670dd8,39950,273
3267c345,35000,70
3267c0a6,32025,274
326782ee,34000,273
3266df35,37975,272
3266efd6,37000,92
32678d1a,32050,93
32675e8b,15975,270
3267979d,27675,270
3267a2cc,35500,271
32678b7b,37000,81
3267a858,35975,272
3267e928,34000,249
3267c59b,35000,113
32677db6,36000,249
3266c23d,38000,272
326791a7,36000,221
32670dd8,39950,273
326782ee,34000,273
3267c0a6,32025,274
3266df35,37975,272
3267c345,35000,68
3266efd6,37000,92
32675e8b,15975,270
32678d1a,32950,93
3267979d,27675,270
3267a2cc,35500,271
3267a858,36000,272
32678b7b,37000,81
32677db6,36000,249
3266c23d,38000,271
326791a7,36000,221
32670dd8,39950,273
326782ee,34000,273
3267c0a6,32025,274
3266df35,38000,272
3267c345,35000,68
3266efd6,37000,92
32675e8b,15975,270
32678d1a,32950,93
3267979d,27675,270
3267a2cc,33750,270
3267a858,36000,272
32678b7b,37000,81
32677db6,36000,249
3266c23d,38000,271
326791a7,36000,221
32670dd8,39950,272
326782ee,34000,273
3267c0a6,32025,274
3266df35,37975,272
3267c345,35000,68
3266efd6,37000,92
32675e8b,15975,270
3267979d,27675,270
32678d1a,32975,93
3267a2cc,33750,270
3267a858,36000,272
32678b7b,37000,81
32677db6,36000,249
3266c23d,38000,271
326791a7,36000,221
32670dd8,39950,272
326782ee,34000,273
3267c0a6,32025,274
3266df35,38000,272
3267c345,35000,62
3267fc1f,20975,71
32675e8b,15975,270
3266efd6,37000,92
32678d1a,33000,93
3267979d,22100,270
3267a2cc,33750,270
3267a858,35625,269
3266c23d,38000,271
326791a7,36000,221
32670dd8,39950,272
3267c0a6,32025,274
326782ee,34000,273
3266df35,38000,272
3267c345,35000,62
32675e8b,15975,270
3267fc1f,20975,71
3266efd6,37000,93
3267979d,22100,270
32678d1a,33000,93
3267a2cc,33750,270
3267a858,33650,269
3267c678,35025,71
326791a7,36000,221
32670dd8,39950,272
326782ee,34000,273
3267c0a6,32025,274
3266df35,37975,272
32675e8b,15975,270
3267c345,35000,65
3267fc1f,22375,71
3266efd6,36975,93
3267979d,22100,270
32678d1a,33000,94
3267a2cc,33750,270
3267a858,32950,269
3267c678,35025,71
326791a7,36000,221
32670dd8,39950,272
326782ee,34000,273
3267c0a6,32025,274
3266df35,38000,272
32675e8b,15975,270
3267c345,35000,63
3267fc1f,22375,71
3267979d,15800,268
3266efd6,36975,93
32678d1a,33000,96
3267a2cc,33750,270
3267a858,32950,269
3267c678,35025,71
326791a7,36000,221
32670dd8,39950,272
326782ee,34000,273
3266df35,38000,272
3267c0a6,32025,274
32675e8b,15975,270
3267c345,35000,64
3267979d,14400,268
3267fc1f,23650,71
3266efd6,36975,93
32678d1a,33000,96
3267a2cc,33750,270
3267a858,32950,269
3267c678,35025,71
326791d1,15700,262
32670dd8,39950,272
326782ee,34000,273
3266df35,38000,272
3267c0a6,32025,274
32675e8b,15975,270
3267979d,14400,268
3267c345,35000,65
3267fc1f,23650,71
3266efd6,37000,93
32678d1a,33000,96
3267a2cc,26100,270
3267a858,32950,269
3267c678,35025,71
326791d1,14425,262
32670dd8,39950,273
326782ee,34000,273
3267c0a6,32025,272
3266df35,37975,272
3267979d,14400,268
3267c345,35000,65
3267fc1f,23650,71
3266efd6,37000,93
32678d1a,33000,96
3267a2cc,26100,270
3267a858,32950,260
326791d1,13150,262
3267c678,35025,71
32670dd8,39950,273
326782ee,34000,273
3267c0a6,32025,272
3266df35,38000,272
3267979d,12950,268
3267c345,35000,65
3267fc1f,23650,71
3266efd6,36975,93
3267a2cc,26100,270
32678d1a,32975,96
3267a858,32950,256
326791d1,12975,262
32670dd8,39950,273
326797aa,31000,99
326782ee,34000,273
3267c0a6,32025,272
3266df35,37975,272
3267979d,12950,268
3267c345,35000,65
3267fc1f,23650,71
3266efd6,37000,93
3267a2cc,26100,270
3267a858,32950,256
32678d1a,33000,96
326791d1,13000,262
326782ee,34000,273
326797aa,31000,99
3267c0a6,32025,272
3266df35,38000,272
3267979d,12950,268
3267c345,35000,65
3267fc1f,23650,71
3267a2cc,26100,270
3267a858,32950,255
3266efd6,37000,93
32678d1a,33000,96
326791d1,12425,262
3267936e,33000,99
326782ee,34000,273
3267c0a6,32025,272
3266df35,37975,272
326797aa,31000,99
3267979d,12950,268
3267c345,35000,65
3267fc1f,23650,71
3267a2cc,26100,270
3267a858,32950,255
3266efd6,37000,93
32678d1a,33000,96
326791d1,11600,262
3267936e,33000,99
326782ee,34000,273
3267c0a6,32025,272
3266df35,38000,272
326797aa,31000,99
3267979d,12950,268
3267fc1f,23650,71
3267c345,35025,65
3267a2cc,26100,270
3266efd6,36975,93
32678d1a,33000,96
3267a858,22875,269
326791d1,10950,262
326782ee,34000,273
3267936e,33000,99
3267c0a6,32025,272
3266df35,38000,271
326797aa,31000,99
3267979d,12950,268
3267fc1f,23650,71
3267c345,34800,65
3267a2cc,26100,270
3266efd6,37000,93
3267a858,22875,269
32678d1a,33000,96
326791d1,10025,262
326782ee,34000,273
3267c0a6,32025,272
3266df35,38000,271
3267936e,33000,99
326797aa,31000,99
3267fc1f,23650,71
3267a2cc,18350,270
3267c345,34400,64
3267a858,22875,269
3266efd6,37000,94
32678d1a,33000,96
326791d1,8875,262
3267c770,35000,71
3267c0a6,32025,272
3266df35,37975,271
3267936e,33000,99
326797aa,31000,99
3267a2cc,18350,270
3267c345,34400,64
3267a858,22875,269
3266efd6,37000,94
32678d1a,33000,96
326791d1,7875,272
3267c770,35000,71
3266df35,38000,271
3267936e,33000,99
326797aa,31000,99
3267a2cc,18350,270
3267c345,34400,64
3267a858,22875,265
3266efd6,36975,94
326791d1,6900,273
32678d1a,33000,96
3267c770,35000,71
3267936e,33000,99
326797aa,31000,99
3267a2cc,18350,270
3267c345,34400,66
3267a858,22875,265
3266efd6,37000,94
326791d1,5775,274
32678d1a,33000,96
3267c770,35000,71
3267936e,33000,99
326797aa,31000,99
3267a2cc,15525,270
3267a858,22875,265
3267c345,34400,69
326791d1,4750,271
3266efd6,37000,94
32678d1a,33000,96
3267c770,35000,71
3267936e,33000,99
326797aa,31000,99
3267a2cc,15525,270
3267a858,22875,265
3267c345,34400,72
326791d1,3850,270
3266efd6,36975,94
32678d1a,33000,96
3267c770,35000,71
3267936e,33000,91
326797aa,31000,99
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,64
3267a858,22875,265
326791d1,3200,255
3266efd6,37000,94
32678d1a,33000,96
3267936e,33000,91
326797aa,31000,99
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,64
3267a858,22875,265
326791d1,2925,233
3266efd6,36975,94
32678d1a,33000,97
3267936e,33000,91
326797aa,31000,99
3266edfb,36000,274
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,64
326791d1,2525,176
3267d6d4,37000,77
3266efd6,36975,94
32678d1a,33000,97
3267936e,33000,91
326797aa,31000,99
3266edfb,36000,273
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,66
326791d1,2050,154
3267d6d4,37000,76
3266efd6,36975,94
32678d1a,33000,97
3267ebc0,36000,273
3267936e,33000,91
326797aa,31000,99
3266edfb,36000,273
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,68
326791d1,1675,136
3267d6d4,37000,76
3267ebc0,36000,273
3266efd6,37000,94
3267936e,33000,91
326797aa,31000,99
3266edfb,36000,273
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,71
326791d1,1675,130
3267d6d4,37000,76
3267ebc0,36000,273
3266efd6,37000,94
3267a86d,34000,271
326797aa,31000,99
3267936e,33000,91
3266edfb,36000,273
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,74
326791d1,1700,130
3267ebc0,36000,273
3267d6d4,37000,76
3267a86d,34000,271
3266edfb,36000,273
3267936e,33000,91
326797aa,31000,99
3267a2cc,15525,270
3267fc1f,33075,71
3267c345,27625,74
326791d1,1675,131
3267ebc0,36000,273
3267d6d4,37000,76
3267a86d,34000,271
3266edfb,36000,273
3267936e,33000,91
326797aa,31000,99
3267fc1f,33075,71
3267c345,27625,75
326791d1,1250,130
3267ebc0,36000,273
3267a86d,34000,271
3267d6d4,37000,77
3267d5fb,28625,348
3266edfb,36000,273
3267936e,33000,91
326797aa,31000,99
3267fc1f,33075,71
326791d1,850,131
3267ebc0,36000,273
3267a86d,34000,270
3267c345,16775,92
3267d6d4,37000,77
3267a334,37025,88
3267d5fb,28625,348
3266edfb,36000,273
3267936e,33000,91
326797aa,31000,99
3267fc1f,33075,71
32680592,31600,90
3267ebc0,36000,273
3267a86d,34000,270
3267c345,16000,94
3267a334,37025,88
3267d5fb,28625,348
3266edfb,36000,273
3267936e,33000,91
326805e9,18300,78
326797aa,31000,99
3267fc1f,33075,71
32680592,32200,86
3267ebc0,36000,273
3267a86d,34000,270
3267c345,15150,91
3267d5fb,28625,348
3267a334,37025,88
3266edfb,36000,273
3267936e,33000,91
3266ee68,40000,272
326805e9,18300,78
326797aa,31000,99
3267fc1f,33075,71
3267ebc0,36000,273
3267a86d,34000,270
32680592,33000,95
3267c345,14225,75
3267b15a,36000,271
3267a334,37025,88
3267d5fb,23550,348
3266edfb,36000,273
3266ee68,40000,272
3267936e,33000,91
326805e9,18300,78
326797aa,31000,99
3267fc1f,33075,71
3267ebc0,36000,273
3267a86d,34000,270
32680592,33625,94
3267c345,13350,79
3267b15a,36000,271
3267d5fb,23550,348
3267a334,37025,88
3266edfb,36000,273
3266ee68,40000,272
3266f0e7,34000,277
